area_name,year,analysis
Bhundiya  ,2025,Predicted growth class: low | Model confidence: 99.9% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 3B,2034,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 3B,2035,Predicted growth class: high | Model confidence: 97.6% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 3B,2036,Predicted growth class: high | Model confidence: 97.2% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 3B,2037,Predicted growth class: high | Model confidence: 97.0% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 3B,2038,Predicted growth class: high | Model confidence: 97.0% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 3B,2039,Predicted growth class: high | Model confidence: 97.0% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 3B,2040,Predicted growth class: high | Model confidence: 97.2% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 4,2025,Predicted growth class: medium | Model confidence: 88.2% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 4,2026,Predicted growth class: medium | Model confidence: 92.6% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 4,2027,Predicted growth class: medium | Model confidence: 90.0% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 4,2028,Predicted growth class: medium | Model confidence: 93.5% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 4,2029,Predicted growth class: medium | Model confidence: 93.8% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 4,2030,Predicted growth class: medium | Model confidence: 93.9% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 4,2031,Predicted growth class: medium | Model confidence: 94.7% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 4,2032,Predicted growth class: medium | Model confidence: 95.0% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 4,2033,Predicted growth class: medium | Model confidence: 95.1% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 4,2034,Predicted growth class: medium | Model confidence: 95.2% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 4,2035,Predicted growth class: medium | Model confidence: 95.4% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 4,2036,Predicted growth class: medium | Model confidence: 95.3% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 4,2037,Predicted growth class: medium | Model confidence: 95.3% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 4,2038,Predicted growth class: medium | Model confidence: 95.3% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 4,2039,Predicted growth class: medium | Model confidence: 94.9% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 4,2040,Predicted growth class: medium | Model confidence: 95.3% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 5A,2025,Predicted growth class: high | Model confidence: 95.8% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 5A,2026,Predicted growth class: high | Model confidence: 96.7% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 5A,2027,Predicted growth class: high | Model confidence: 98.5% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 5A,2028,Predicted growth class: high | Model confidence: 97.2% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 5A,2029,Predicted growth class: high | Model confidence: 97.2% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 5A,2030,Predicted growth class: high | Model confidence: 97.2% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 5A,2031,Predicted growth class: high | Model confidence: 97.2% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 5A,2032,Predicted growth class: high | Model confidence: 97.2% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 5A,2033,Predicted growth class: high | Model confidence: 96.6% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 5A,2034,Predicted growth class: high | Model confidence: 96.4% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 5A,2035,Predicted growth class: high | Model confidence: 96.6% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 5A,2036,Predicted growth class: high | Model confidence: 96.6% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 5A,2037,Predicted growth class: high | Model confidence: 96.6% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 5A,2038,Predicted growth class: high | Model confidence: 96.6% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 5A,2039,Predicted growth class: high | Model confidence: 96.6% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 5A,2040,Predicted growth class: high | Model confidence: 96.7% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 6,2025,Predicted growth class: high | Model confidence: 98.6% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 6,2026,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 6,2027,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 6,2028,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 6,2029,Predicted growth class: high | Model confidence: 98.8% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 6,2030,Predicted growth class: high | Model confidence: 98.8% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 6,2031,Predicted growth class: high | Model confidence: 98.8% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 6,2032,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 6,2033,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 6,2034,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 6,2035,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 6,2036,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 6,2037,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 6,2038,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 6,2039,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 6,2040,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 7,2025,Predicted growth class: medium | Model confidence: 64.4% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 7,2026,Predicted growth class: medium | Model confidence: 65.0% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 7,2027,Predicted growth class: high | Model confidence: 49.4% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 7,2028,Predicted growth class: medium | Model confidence: 65.4% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 7,2029,Predicted growth class: medium | Model confidence: 62.6% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 7,2030,Predicted growth class: medium | Model confidence: 59.7% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 7,2031,Predicted growth class: medium | Model confidence: 59.5% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 7,2032,Predicted growth class: medium | Model confidence: 60.5% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 7,2033,Predicted growth class: medium | Model confidence: 60.5% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 7,2034,Predicted growth class: medium | Model confidence: 60.5% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 7,2035,Predicted growth class: medium | Model confidence: 60.1% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 7,2036,Predicted growth class: medium | Model confidence: 60.3% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 7,2037,Predicted growth class: medium | Model confidence: 60.2% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 7,2038,Predicted growth class: medium | Model confidence: 60.2% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 7,2039,Predicted growth class: medium | Model confidence: 59.6% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 7,2040,Predicted growth class: medium | Model confidence: 58.7% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 7/B,2025,Predicted growth class: high | Model confidence: 98.8% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 7/B,2026,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 7/B,2027,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 7/B,2028,Predicted growth class: high | Model confidence: 98.8% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 7/B,2029,Predicted growth class: high | Model confidence: 98.8% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 7/B,2030,Predicted growth class: high | Model confidence: 98.8% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 7/B,2031,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 7/B,2032,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 7/B,2033,Predicted growth class: high | Model confidence: 98.5% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 7/B,2034,Predicted growth class: high | Model confidence: 98.5% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 7/B,2035,Predicted growth class: high | Model confidence: 98.5% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 7/B,2036,Predicted growth class: high | Model confidence: 98.5% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 7/B,2037,Predicted growth class: high | Model confidence: 98.5% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 7/B,2038,Predicted growth class: high | Model confidence: 98.5% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 7/B,2039,Predicted growth class: high | Model confidence: 98.5% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 7/B,2040,Predicted growth class: high | Model confidence: 98.5% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 8,2025,Predicted growth class: high | Model confidence: 99.3% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 8,2026,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 8,2027,Predicted growth class: high | Model confidence: 99.6% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 8,2028,Predicted growth class: high | Model confidence: 99.3% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 8,2029,Predicted growth class: high | Model confidence: 99.3% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 8,2030,Predicted growth class: high | Model confidence: 99.3% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 8,2031,Predicted growth class: high | Model confidence: 99.3% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 8,2032,Predicted growth class: high | Model confidence: 99.3% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 8,2033,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 8,2034,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 8,2035,Predicted growth class: high | Model confidence: 99.3% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 8,2036,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 8,2037,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 8,2038,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 8,2039,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 8,2040,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 9,2025,Predicted growth class: high | Model confidence: 66.7% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 9,2026,Predicted growth class: high | Model confidence: 68.9% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 9,2027,Predicted growth class: high | Model confidence: 82.8% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 9,2028,Predicted growth class: high | Model confidence: 64.8% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 9,2029,Predicted growth class: high | Model confidence: 64.4% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 9,2030,Predicted growth class: high | Model confidence: 66.3% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 9,2031,Predicted growth class: high | Model confidence: 66.3% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 9,2032,Predicted growth class: high | Model confidence: 70.6% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 9,2033,Predicted growth class: high | Model confidence: 71.4% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 9,2034,Predicted growth class: high | Model confidence: 71.4% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 9,2035,Predicted growth class: high | Model confidence: 79.2% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 9,2036,Predicted growth class: high | Model confidence: 80.6% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 9,2037,Predicted growth class: high | Model confidence: 80.8% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 9,2038,Predicted growth class: high | Model confidence: 87.8% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 9,2039,Predicted growth class: high | Model confidence: 87.8% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 9,2040,Predicted growth class: high | Model confidence: 88.3% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Shiholi-Village,2025,Predicted growth class: medium | Model confidence: 81.5% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Shiholi-Village,2026,Predicted growth class: medium | Model confidence: 87.5% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Shiholi-Village,2027,Predicted growth class: medium | Model confidence: 51.1% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Shiholi-Village,2028,Predicted growth class: medium | Model confidence: 68.5% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Shiholi-Village,2029,Predicted growth class: medium | Model confidence: 70.6% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Shiholi-Village,2030,Predicted growth class: medium | Model confidence: 67.9% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Shiholi-Village,2031,Predicted growth class: medium | Model confidence: 66.6% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Shiholi-Village,2032,Predicted growth class: medium | Model confidence: 61.8% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Shiholi-Village,2033,Predicted growth class: medium | Model confidence: 70.8% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Shiholi-Village,2034,Predicted growth class: medium | Model confidence: 70.4% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Shiholi-Village,2035,Predicted growth class: medium | Model confidence: 62.2% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Shiholi-Village,2036,Predicted growth class: medium | Model confidence: 57.4% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Shiholi-Village,2037,Predicted growth class: medium | Model confidence: 56.3% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Shiholi-Village,2038,Predicted growth class: medium | Model confidence: 48.1% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Shiholi-Village,2039,Predicted growth class: medium | Model confidence: 48.1% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Shiholi-Village,2040,Predicted growth class: medium | Model confidence: 48.9% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Vavol,2025,Predicted growth class: high | Model confidence: 96.7% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Vavol,2026,Predicted growth class: high | Model confidence: 93.5% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Vavol,2027,Predicted growth class: high | Model confidence: 96.3% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Vavol,2028,Predicted growth class: high | Model confidence: 96.2% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Vavol,2029,Predicted growth class: high | Model confidence: 95.6% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Vavol,2030,Predicted growth class: high | Model confidence: 95.5% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Vavol,2031,Predicted growth class: high | Model confidence: 91.9% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Vavol,2032,Predicted growth class: high | Model confidence: 91.4% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Vavol,2033,Predicted growth class: high | Model confidence: 90.3% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Vavol,2034,Predicted growth class: high | Model confidence: 91.2% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Vavol,2035,Predicted growth class: high | Model confidence: 91.0% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Vavol,2036,Predicted growth class: high | Model confidence: 89.6% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Vavol,2037,Predicted growth class: high | Model confidence: 89.8% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Vavol,2038,Predicted growth class: high | Model confidence: 89.6% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Vavol,2039,Predicted growth class: high | Model confidence: 88.9% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Vavol,2040,Predicted growth class: high | Model confidence: 88.6% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
kalyanpura,2025,Predicted growth class: medium | Model confidence: 84.1% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
kalyanpura,2026,Predicted growth class: medium | Model confidence: 80.6% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
kalyanpura,2027,Predicted growth class: medium | Model confidence: 79.9% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
kalyanpura,2028,Predicted growth class: medium | Model confidence: 94.2% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
kalyanpura,2029,Predicted growth class: medium | Model confidence: 93.7% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
kalyanpura,2030,Predicted growth class: medium | Model confidence: 94.1% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
kalyanpura,2031,Predicted growth class: medium | Model confidence: 94.1% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
kalyanpura,2032,Predicted growth class: medium | Model confidence: 93.6% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
kalyanpura,2033,Predicted growth class: medium | Model confidence: 96.6% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
kalyanpura,2034,Predicted growth class: medium | Model confidence: 96.9% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
kalyanpura,2035,Predicted growth class: medium | Model confidence: 96.8% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
kalyanpura,2036,Predicted growth class: medium | Model confidence: 96.8% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
kalyanpura,2037,Predicted growth class: medium | Model confidence: 96.5% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
kalyanpura,2038,Predicted growth class: medium | Model confidence: 96.5% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
kalyanpura,2039,Predicted growth class: medium | Model confidence: 96.3% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
kalyanpura,2040,Predicted growth class: medium | Model confidence: 96.2% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
por,2025,Predicted growth class: low | Model confidence: 95.2% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
por,2026,Predicted growth class: low | Model confidence: 96.0% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
por,2027,Predicted growth class: low | Model confidence: 96.2% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
por,2028,Predicted growth class: low | Model confidence: 91.5% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
por,2029,Predicted growth class: low | Model confidence: 85.0% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
por,2030,Predicted growth class: low | Model confidence: 83.1% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
por,2031,Predicted growth class: low | Model confidence: 76.4% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
por,2032,Predicted growth class: medium | Model confidence: 75.0% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
por,2033,Predicted growth class: medium | Model confidence: 77.5% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
por,2034,Predicted growth class: medium | Model confidence: 82.9% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
por,2035,Predicted growth class: medium | Model confidence: 84.3% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
por,2036,Predicted growth class: medium | Model confidence: 78.2% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
por,2037,Predicted growth class: medium | Model confidence: 78.6% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
por,2038,Predicted growth class: medium | Model confidence: 80.2% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
por,2039,Predicted growth class: medium | Model confidence: 79.0% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
por,2040,Predicted growth class: medium | Model confidence: 78.5% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
por / nabhoi,2025,Predicted growth class: low | Model confidence: 73.7% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
por / nabhoi,2026,Predicted growth class: low | Model confidence: 58.6% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
por / nabhoi,2027,Predicted growth class: medium | Model confidence: 74.4% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
por / nabhoi,2028,Predicted growth class: medium | Model confidence: 77.4% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
por / nabhoi,2029,Predicted growth class: medium | Model confidence: 83.4% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
por / nabhoi,2030,Predicted growth class: medium | Model confidence: 87.2% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
por / nabhoi,2031,Predicted growth class: medium | Model confidence: 90.8% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
por / nabhoi,2032,Predicted growth class: medium | Model confidence: 94.4% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
por / nabhoi,2033,Predicted growth class: medium | Model confidence: 93.9% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
por / nabhoi,2034,Predicted growth class: medium | Model confidence: 93.4% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
por / nabhoi,2035,Predicted growth class: medium | Model confidence: 93.3% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
por / nabhoi,2036,Predicted growth class: medium | Model confidence: 93.1% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
por / nabhoi,2037,Predicted growth class: medium | Model confidence: 93.0% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
por / nabhoi,2038,Predicted growth class: medium | Model confidence: 92.3% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
por / nabhoi,2039,Predicted growth class: medium | Model confidence: 93.4% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
por / nabhoi,2040,Predicted growth class: medium | Model confidence: 95.9% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
sector 1,2025,Predicted growth class: medium | Model confidence: 97.8% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
sector 1,2026,Predicted growth class: medium | Model confidence: 98.2% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
sector 1,2027,Predicted growth class: medium | Model confidence: 98.6% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
sector 1,2028,Predicted growth class: medium | Model confidence: 98.7% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
sector 1,2029,Predicted growth class: medium | Model confidence: 98.7% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
sector 1,2030,Predicted growth class: medium | Model confidence: 98.8% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
sector 1,2031,Predicted growth class: medium | Model confidence: 98.7% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
sector 1,2032,Predicted growth class: medium | Model confidence: 98.6% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
sector 1,2033,Predicted growth class: medium | Model confidence: 98.9% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
sector 1,2034,Predicted growth class: medium | Model confidence: 98.8% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
sector 1,2035,Predicted growth class: medium | Model confidence: 98.8% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
sector 1,2036,Predicted growth class: medium | Model confidence: 98.8% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
sector 1,2037,Predicted growth class: medium | Model confidence: 98.7% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
sector 1,2038,Predicted growth class: medium | Model confidence: 98.8% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
sector 1,2039,Predicted growth class: medium | Model confidence: 98.8% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
sector 1,2040,Predicted growth class: medium | Model confidence: 98.6% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
sector 2,2025,Predicted growth class: low | Model confidence: 80.4% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
sector 2,2026,Predicted growth class: low | Model confidence: 72.5% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
sector 2,2027,Predicted growth class: low | Model confidence: 60.8% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
sector 2,2028,Predicted growth class: low | Model confidence: 60.5% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
sector 2,2029,Predicted growth class: low | Model confidence: 55.9% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
sector 2,2030,Predicted growth class: medium | Model confidence: 50.8% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
sector 2,2031,Predicted growth class: medium | Model confidence: 51.7% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
sector 2,2032,Predicted growth class: medium | Model confidence: 58.5% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
sector 2,2033,Predicted growth class: medium | Model confidence: 58.5% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
sector 2,2034,Predicted growth class: medium | Model confidence: 74.9% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
sector 2,2035,Predicted growth class: medium | Model confidence: 75.9% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
sector 2,2036,Predicted growth class: medium | Model confidence: 85.3% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
sector 2,2037,Predicted growth class: medium | Model confidence: 92.3% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
sector 2,2038,Predicted growth class: medium | Model confidence: 95.0% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
