area_name,year,analysis
Sector 29,2018,"By 2018, more than half of Sector 29 was built up (58%) — it had turned into a fairly developed neighbourhood. | Compared to 2017, construction jumped noticeably — about 4.7% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 29 in 2018 — still some trees and open patches, not fully built over. | Night-time activity in Sector 29 was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 29,2019,"By 2019, more than half of Sector 29 was built up (56%) — it had turned into a fairly developed neighbourhood. | The built-up reading fell by 2.3% from 2018 — likely a satellite data anomaly rather than actual demolition. | There was a decent amount of greenery in Sector 29 in 2019 — still some trees and open patches, not fully built over. | Night-time activity in Sector 29 was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 29,2020,"By 2020, more than half of Sector 29 was built up (56%) — it had turned into a fairly developed neighbourhood. | Barely any change from 2019 to 2020 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 29 in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Sector 29 was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 29,2021,"By 2021, more than half of Sector 29 was built up (56%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2020 (by about 0.4%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 29 in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Sector 29 was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 29,2022,"By 2022, more than half of Sector 29 was built up (57%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.3% more land was built on. | There was a decent amount of greenery in Sector 29 in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Sector 29 was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 29,2023,"By 2023, more than half of Sector 29 was built up (57%) — it had turned into a fairly developed neighbourhood. | Barely any change from 2022 to 2023 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 29 in 2023 — still some trees and open patches, not fully built over. | Night-time activity in Sector 29 was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 29,2024,"By 2024, more than half of Sector 29 was built up (56%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2023 (by about 0.5%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 29 in 2024 — still some trees and open patches, not fully built over. | Night-time activity in Sector 29 was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 30,2016,"In 2016, around 36% of Sector 30 was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in Sector 30 by 2016 — most natural land had been replaced by construction. | Night-time activity in Sector 30 was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Sector 30,2017,"In 2017, around 38% of Sector 30 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 1.9% more land was built on. | There was a decent amount of greenery in Sector 30 in 2017 — still some trees and open patches, not fully built over. | Night-time activity in Sector 30 was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Sector 30,2018,"By 2018, more than half of Sector 30 was built up (41%) — it had turned into a fairly developed neighbourhood. | Compared to 2017, construction jumped noticeably — about 3.0% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 30 in 2018 — still some trees and open patches, not fully built over. | Night-time activity in Sector 30 was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 30,2019,"In 2019, around 38% of Sector 30 was covered with buildings and roads — still a lot of open space remaining. | The built-up reading fell by 2.6% from 2018 — likely a satellite data anomaly rather than actual demolition. | Green cover was getting thin in Sector 30 by 2019 — most natural land had been replaced by construction. | Night-time activity in Sector 30 was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 30,2020,"In 2020, around 38% of Sector 30 was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2019 (by about 0.4%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 30 in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Sector 30 was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 30,2021,"In 2021, around 39% of Sector 30 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.2% more land was built on. | There was a decent amount of greenery in Sector 30 in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Sector 30 was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 30,2022,"By 2022, more than half of Sector 30 was built up (41%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.8% more land was built on. | There was a decent amount of greenery in Sector 30 in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Sector 30 was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 30,2023,"By 2023, more than half of Sector 30 was built up (41%) — it had turned into a fairly developed neighbourhood. | Barely any change from 2022 to 2023 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 30 in 2023 — still some trees and open patches, not fully built over. | Night-time activity in Sector 30 was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 30,2024,"By 2024, more than half of Sector 30 was built up (40%) — it had turned into a fairly developed neighbourhood. | Barely any change from 2023 to 2024 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 30 in 2024 — still some trees and open patches, not fully built over. | Night-time activity in Sector 30 was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 3B,2016,"By 2016, more than half of Sector 3B was built up (55%) — it had turned into a fairly developed neighbourhood. | Almost no greenery left in Sector 3B by 2016 — it was essentially all concrete, roads, and buildings. | Night-time activity in Sector 3B was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Sector 3B,2017,"By 2017, more than half of Sector 3B was built up (61%) — it had turned into a fairly developed neighbourhood. | Compared to 2016, construction jumped noticeably — about 5.1% more land got built on. That is a big change for a single year. | Green cover was getting thin in Sector 3B by 2017 — most natural land had been replaced by construction. | Night-time activity in Sector 3B was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Sector 3B,2018,"By 2018, more than half of Sector 3B was built up (60%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2017 (by about 0.4%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 3B by 2018 — most natural land had been replaced by construction. | Night-time activity in Sector 3B was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 3B,2019,"By 2019, more than half of Sector 3B was built up (59%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2018 (by about 0.8%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 3B by 2019 — most natural land had been replaced by construction. | Night-time activity in Sector 3B was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 3B,2020,"By 2020, more than half of Sector 3B was built up (59%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2019 (by about 0.7%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 3B by 2020 — most natural land had been replaced by construction. | Night-time activity in Sector 3B was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 3B,2021,"By 2021, more than half of Sector 3B was built up (60%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.5% more land was built on. | Green cover was getting thin in Sector 3B by 2021 — most natural land had been replaced by construction. | Night-time activity in Sector 3B was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 3B,2022,"By 2022, more than half of Sector 3B was built up (61%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2021 to 2022 — just 0.4% more land got covered. | Green cover was getting thin in Sector 3B by 2022 — most natural land had been replaced by construction. | Night-time activity in Sector 3B was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 3B,2023,"By 2023, more than half of Sector 3B was built up (61%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2022 to 2023 — just 0.4% more land got covered. | Green cover was getting thin in Sector 3B by 2023 — most natural land had been replaced by construction. | Night-time activity in Sector 3B was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 3B,2024,"By 2024, more than half of Sector 3B was built up (60%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2023 (by about 0.7%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 3B by 2024 — most natural land had been replaced by construction. | Night-time activity in Sector 3B was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 4,2016,"In 2016, only about 7% of Sector 4 had buildings or roads on it — most of the area was still open land. | Green cover was getting thin in Sector 4 by 2016 — most natural land had been replaced by construction. | In 2016, Sector 4 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 4,2017,"In 2017, only about 8% of Sector 4 had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2016 and 2017 — roughly 1.3% more land was built on. | There was a decent amount of greenery in Sector 4 in 2017 — still some trees and open patches, not fully built over. | In 2017, Sector 4 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 4,2018,"In 2018, only about 8% of Sector 4 had buildings or roads on it — most of the area was still open land. | Barely any change from 2017 to 2018 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 4 in 2018 — still some trees and open patches, not fully built over. | In 2018, Sector 4 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 4,2019,"In 2019, only about 9% of Sector 4 had buildings or roads on it — most of the area was still open land. | A small amount of new construction happened from 2018 to 2019 — just 0.7% more land got covered. | There was a decent amount of greenery in Sector 4 in 2019 — still some trees and open patches, not fully built over. | In 2019, Sector 4 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 4,2020,"In 2020, only about 8% of Sector 4 had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2019 (by about 0.6%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 4 in 2020 — still some trees and open patches, not fully built over. | In 2020, Sector 4 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 4,2021,"In 2021, only about 9% of Sector 4 had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.1% more land was built on. | There was a decent amount of greenery in Sector 4 in 2021 — still some trees and open patches, not fully built over. | In 2021, Sector 4 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 4,2022,"In 2022, only about 10% of Sector 4 had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.2% more land was built on. | There was a decent amount of greenery in Sector 4 in 2022 — still some trees and open patches, not fully built over. | In 2022, Sector 4 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 4,2023,"In 2023, only about 12% of Sector 4 had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2022 and 2023 — roughly 1.5% more land was built on. | There was a decent amount of greenery in Sector 4 in 2023 — still some trees and open patches, not fully built over. | In 2023, Sector 4 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 4,2024,"In 2024, only about 11% of Sector 4 had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2023 (by about 0.7%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 4 in 2024 — still some trees and open patches, not fully built over. | In 2024, Sector 4 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 5A,2016,"By 2016, more than half of Sector 5A was built up (51%) — it had turned into a fairly developed neighbourhood. | Almost no greenery left in Sector 5A by 2016 — it was essentially all concrete, roads, and buildings. | Night-time activity in Sector 5A was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Sector 5A,2017,"By 2017, more than half of Sector 5A was built up (55%) — it had turned into a fairly developed neighbourhood. | Compared to 2016, construction jumped noticeably — about 4.2% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 5A in 2017 — still some trees and open patches, not fully built over. | Night-time activity in Sector 5A was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Sector 5A,2018,"By 2018, more than half of Sector 5A was built up (55%) — it had turned into a fairly developed neighbourhood. | Barely any change from 2017 to 2018 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 5A in 2018 — still some trees and open patches, not fully built over. | Night-time activity in Sector 5A was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 5A,2019,"By 2019, more than half of Sector 5A was built up (54%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2018 (by about 1.0%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 5A by 2019 — most natural land had been replaced by construction. | Night-time activity in Sector 5A was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 5A,2020,"By 2020, more than half of Sector 5A was built up (54%) — it had turned into a fairly developed neighbourhood. | Barely any change from 2019 to 2020 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 5A in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Sector 5A was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 5A,2021,"By 2021, more than half of Sector 5A was built up (56%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.6% more land was built on. | There was a decent amount of greenery in Sector 5A in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Sector 5A was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 5A,2022,"By 2022, more than half of Sector 5A was built up (56%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2021 to 2022 — just 0.7% more land got covered. | There was a decent amount of greenery in Sector 5A in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Sector 5A was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 5A,2023,"By 2023, more than half of Sector 5A was built up (56%) — it had turned into a fairly developed neighbourhood. | Barely any change from 2022 to 2023 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 5A in 2023 — still some trees and open patches, not fully built over. | Night-time activity in Sector 5A was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 5A,2024,"By 2024, more than half of Sector 5A was built up (56%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2023 (by about 0.6%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 5A in 2024 — still some trees and open patches, not fully built over. | Night-time activity in Sector 5A was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 6,2016,"By 2016, more than half of Sector 6 was built up (56%) — it had turned into a fairly developed neighbourhood. | Almost no greenery left in Sector 6 by 2016 — it was essentially all concrete, roads, and buildings. | Night-time activity in Sector 6 was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Sector 6,2017,"By 2017, more than half of Sector 6 was built up (61%) — it had turned into a fairly developed neighbourhood. | Compared to 2016, construction jumped noticeably — about 4.5% more land got built on. That is a big change for a single year. | Green cover was getting thin in Sector 6 by 2017 — most natural land had been replaced by construction. | Night-time activity in Sector 6 was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Sector 6,2018,"By 2018, more than half of Sector 6 was built up (60%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2017 (by about 0.4%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 6 by 2018 — most natural land had been replaced by construction. | Night-time activity in Sector 6 was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 6,2019,"By 2019, more than half of Sector 6 was built up (59%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2018 (by about 1.1%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 6 by 2019 — most natural land had been replaced by construction. | Night-time activity in Sector 6 was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 6,2020,"By 2020, more than half of Sector 6 was built up (59%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2019 (by about 0.3%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 6 by 2020 — most natural land had been replaced by construction. | Night-time activity in Sector 6 was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 6,2021,"By 2021, more than half of Sector 6 was built up (60%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.3% more land was built on. | Green cover was getting thin in Sector 6 by 2021 — most natural land had been replaced by construction. | Night-time activity in Sector 6 was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 6,2022,"By 2022, more than half of Sector 6 was built up (60%) — it had turned into a fairly developed neighbourhood. | Barely any change from 2021 to 2022 — the area stayed almost exactly the same. | Green cover was getting thin in Sector 6 by 2022 — most natural land had been replaced by construction. | Night-time activity in Sector 6 was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 6,2023,"By 2023, more than half of Sector 6 was built up (61%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2022 to 2023 — just 0.9% more land got covered. | Green cover was getting thin in Sector 6 by 2023 — most natural land had been replaced by construction. | Night-time activity in Sector 6 was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 6,2024,"By 2024, more than half of Sector 6 was built up (60%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2023 (by about 1.3%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 6 by 2024 — most natural land had been replaced by construction. | In 2024, Sector 6 had decent night-time lighting — a lively mix of homes and shops active after dark."
Sector 7,2016,"In 2016, only about 12% of Sector 7 had buildings or roads on it — most of the area was still open land. | Almost no greenery left in Sector 7 by 2016 — it was essentially all concrete, roads, and buildings. | In 2016, Sector 7 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 7,2017,"In 2017, only about 14% of Sector 7 had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2016 and 2017 — roughly 2.0% more land was built on. | Green cover was getting thin in Sector 7 by 2017 — most natural land had been replaced by construction. | Night-time activity in Sector 7 was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Sector 7,2018,"In 2018, only about 15% of Sector 7 had buildings or roads on it — most of the area was still open land. | A small amount of new construction happened from 2017 to 2018 — just 0.7% more land got covered. | Green cover was getting thin in Sector 7 by 2018 — most natural land had been replaced by construction. | Night-time activity in Sector 7 was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 7,2019,"In 2019, only about 14% of Sector 7 had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2018 (by about 1.0%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 7 by 2019 — most natural land had been replaced by construction. | Night-time activity in Sector 7 was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 7,2020,"In 2020, only about 14% of Sector 7 had buildings or roads on it — most of the area was still open land. | A small amount of new construction happened from 2019 to 2020 — just 0.7% more land got covered. | Green cover was getting thin in Sector 7 by 2020 — most natural land had been replaced by construction. | Night-time activity in Sector 7 was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 7,2021,"In 2021, only about 15% of Sector 7 had buildings or roads on it — most of the area was still open land. | A small amount of new construction happened from 2020 to 2021 — just 0.5% more land got covered. | There was a decent amount of greenery in Sector 7 in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Sector 7 was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 7,2022,"In 2022, around 16% of Sector 7 was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2021 to 2022 — just 0.7% more land got covered. | There was a decent amount of greenery in Sector 7 in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Sector 7 was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 7,2023,"In 2023, around 15% of Sector 7 was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2022 (by about 0.5%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 7 by 2023 — most natural land had been replaced by construction. | Night-time activity in Sector 7 was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 7,2024,"In 2024, only about 14% of Sector 7 had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2023 (by about 0.6%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 7 by 2024 — most natural land had been replaced by construction. | Night-time activity in Sector 7 was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 7/B,2016,"By 2016, more than half of Sector 7/B was built up (57%) — it had turned into a fairly developed neighbourhood. | Almost no greenery left in Sector 7/B by 2016 — it was essentially all concrete, roads, and buildings. | Night-time activity in Sector 7/B was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Sector 7/B,2017,"By 2017, more than half of Sector 7/B was built up (61%) — it had turned into a fairly developed neighbourhood. | Compared to 2016, construction jumped noticeably — about 4.4% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 7/B in 2017 — still some trees and open patches, not fully built over. | Night-time activity in Sector 7/B was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Sector 7/B,2018,"By 2018, more than half of Sector 7/B was built up (62%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2017 to 2018 — just 0.4% more land got covered. | There was a decent amount of greenery in Sector 7/B in 2018 — still some trees and open patches, not fully built over. | Night-time activity in Sector 7/B was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 7/B,2019,"By 2019, more than half of Sector 7/B was built up (61%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2018 (by about 0.7%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 7/B by 2019 — most natural land had been replaced by construction. | Night-time activity in Sector 7/B was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 7/B,2020,"By 2020, more than half of Sector 7/B was built up (60%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2019 (by about 1.4%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 7/B by 2020 — most natural land had been replaced by construction. | Night-time activity in Sector 7/B was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 7/B,2021,"By 2021, more than half of Sector 7/B was built up (61%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.9% more land was built on. | Green cover was getting thin in Sector 7/B by 2021 — most natural land had been replaced by construction. | Night-time activity in Sector 7/B was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 7/B,2022,"By 2022, more than half of Sector 7/B was built up (62%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2021 to 2022 — just 0.7% more land got covered. | Green cover was getting thin in Sector 7/B by 2022 — most natural land had been replaced by construction. | In 2022, Sector 7/B had decent night-time lighting — a lively mix of homes and shops active after dark."
Sector 7/B,2023,"By 2023, more than half of Sector 7/B was built up (63%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2022 to 2023 — just 0.4% more land got covered. | Green cover was getting thin in Sector 7/B by 2023 — most natural land had been replaced by construction. | In 2023, Sector 7/B had decent night-time lighting — a lively mix of homes and shops active after dark."
Sector 7/B,2024,"By 2024, more than half of Sector 7/B was built up (62%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2023 (by about 0.6%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 7/B by 2024 — most natural land had been replaced by construction. | In 2024, Sector 7/B had decent night-time lighting — a lively mix of homes and shops active after dark."
Sector 8,2016,"By 2016, more than half of Sector 8 was built up (43%) — it had turned into a fairly developed neighbourhood. | Almost no greenery left in Sector 8 by 2016 — it was essentially all concrete, roads, and buildings. | Night-time activity in Sector 8 was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Sector 8,2017,"By 2017, more than half of Sector 8 was built up (46%) — it had turned into a fairly developed neighbourhood. | Compared to 2016, construction jumped noticeably — about 3.4% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 8 in 2017 — still some trees and open patches, not fully built over. | Night-time activity in Sector 8 was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Sector 8,2018,"By 2018, more than half of Sector 8 was built up (49%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2017 and 2018 — roughly 2.4% more land was built on. | There was a decent amount of greenery in Sector 8 in 2018 — still some trees and open patches, not fully built over. | Night-time activity in Sector 8 was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 8,2019,"By 2019, more than half of Sector 8 was built up (45%) — it had turned into a fairly developed neighbourhood. | The built-up reading fell by 3.3% from 2018 — likely a satellite data anomaly rather than actual demolition. | Green cover was getting thin in Sector 8 by 2019 — most natural land had been replaced by construction. | Night-time activity in Sector 8 was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 8,2020,"By 2020, more than half of Sector 8 was built up (46%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2019 to 2020 — just 0.4% more land got covered. | There was a decent amount of greenery in Sector 8 in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Sector 8 was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 8,2021,"By 2021, more than half of Sector 8 was built up (47%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.6% more land was built on. | There was a decent amount of greenery in Sector 8 in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Sector 8 was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 8,2022,"By 2022, more than half of Sector 8 was built up (50%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2021 and 2022 — roughly 2.3% more land was built on. | There was a decent amount of greenery in Sector 8 in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Sector 8 was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 8,2023,"By 2023, more than half of Sector 8 was built up (51%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2022 to 2023 — just 0.9% more land got covered. | There was a decent amount of greenery in Sector 8 in 2023 — still some trees and open patches, not fully built over. | Night-time activity in Sector 8 was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 8,2024,"By 2024, more than half of Sector 8 was built up (49%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2023 (by about 1.1%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 8 in 2024 — still some trees and open patches, not fully built over. | Night-time activity in Sector 8 was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 9,2016,"In 2016, around 19% of Sector 9 was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in Sector 9 by 2016 — most natural land had been replaced by construction. | In 2016, Sector 9 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 9,2017,"In 2017, around 22% of Sector 9 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 2.3% more land was built on. | There was a decent amount of greenery in Sector 9 in 2017 — still some trees and open patches, not fully built over. | In 2017, Sector 9 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 9,2018,"In 2018, around 26% of Sector 9 was covered with buildings and roads — still a lot of open space remaining. | Compared to 2017, construction jumped noticeably — about 4.9% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 9 in 2018 — still some trees and open patches, not fully built over. | In 2018, Sector 9 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
